"Source File","Line Number","Rule ID","Rule Name","Description"
"LegacyFramework/CrystalReports.cs","72","cr-dotnet-0057","Crystal Reports Usage","Application uses Crystal Reports for report generation through CrystalDecisions assemblies. Crystal Reports runtime components are not available in cloud environments, preventing report generation functionality."
"LegacyFramework/DotNetFrameworkVersion.cs","28","cr-dotnet-0025",".NET Framework < 4.6.1","Application targets .NET Framework versions prior to 4.6.1, missing important cloud-friendly features like improved TLS support, enhanced cryptography, and compatibility improvements essential for reliable cloud deployment."
"LegacyFramework/DotNetFrameworkVersion.cs","39","cr-dotnet-0025",".NET Framework < 4.6.1","Application targets .NET Framework versions prior to 4.6.1, missing important cloud-friendly features like improved TLS support, enhanced cryptography, and compatibility improvements essential for reliable cloud deployment."
"LegacyFramework/DotNetFrameworkVersion.cs","51","cr-dotnet-0025",".NET Framework < 4.6.1","Application targets .NET Framework versions prior to 4.6.1, missing important cloud-friendly features like improved TLS support, enhanced cryptography, and compatibility improvements essential for reliable cloud deployment."
"LegacyFramework/EnterpriseLibrary.cs","22","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","27","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","33","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","37","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","55","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","58","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","87","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/EnterpriseLibrary.cs","98","cr-dotnet-0028","Enterprise Library Usage","Application depends on Microsoft Enterprise Library for logging, data access, or exception handling. Enterprise Library is legacy technology that lacks cloud optimization and modern async patterns."
"LegacyFramework/MSBuildCustomTasks.cs","17","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","20","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","24","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","32","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","49","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","64","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","70","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/MSBuildCustomTasks.cs","81","cr-dotnet-0047","MSBuild Custom Tasks","Application build process depends on custom MSBuild tasks that assume specific build server configurations. These dependencies prevent successful builds in cloud build systems."
"LegacyFramework/SharePointDependencies.cs","20","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","23","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","29","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","32","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","41","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","55","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","63","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/SharePointDependencies.cs","72","cr-dotnet-0058","SharePoint Dependencies","Application depends on Microsoft SharePoint APIs through Microsoft.SharePoint assemblies for document management or workflow features. SharePoint APIs assume on-premises SharePoint deployment and don't work in cloud-native applications."
"LegacyFramework/WebFormsUsage.cs","17","cr-dotnet-0026","Web Forms Usage","Application uses ASP.NET Web Forms which has architectural patterns that create scalability challenges and heavy resource requirements. This reduces deployment efficiency and horizontal scaling capabilities in cloud environments."
"LegacyFramework/WebFormsUsage.cs","20","cr-dotnet-0026","Web Forms Usage","Application uses ASP.NET Web Forms which has architectural patterns that create scalability challenges and heavy resource requirements. This reduces deployment efficiency and horizontal scaling capabilities in cloud environments."
"LegacyFramework/WebFormsUsage.cs","27","cr-dotnet-0026","Web Forms Usage","Application uses ASP.NET Web Forms which has architectural patterns that create scalability challenges and heavy resource requirements. This reduces deployment efficiency and horizontal scaling capabilities in cloud environments."
"LegacyFramework/WebFormsUsage.cs","37","cr-dotnet-0026","Web Forms Usage","Application uses ASP.NET Web Forms which has architectural patterns that create scalability challenges and heavy resource requirements. This reduces deployment efficiency and horizontal scaling capabilities in cloud environments."
"LegacyFramework/WebFormsUsage.cs","55","cr-dotnet-0026","Web Forms Usage","Application uses ASP.NET Web Forms which has architectural patterns that create scalability challenges and heavy resource requirements. This reduces deployment efficiency and horizontal scaling capabilities in cloud environments."
"LegacyFramework/WebFormsUsage.cs","61","cr-dotnet-0026","Web Forms Usage","Application uses ASP.NET Web Forms which has architectural patterns that create scalability challenges and heavy resource requirements. This reduces deployment efficiency and horizontal scaling capabilities in cloud environments."
"LegacyFramework/WebFormsUsage.cs","71","cr-dotnet-0026","Web Forms Usage","Application uses ASP.NET Web Forms which has architectural patterns that create scalability challenges and heavy resource requirements. This reduces deployment efficiency and horizontal scaling capabilities in cloud environments."
"LegacyFramework/WebFormsUsage.cs","81","cr-dotnet-0026","Web Forms Usage","Application uses ASP.NET Web Forms which has architectural patterns that create scalability challenges and heavy resource requirements. This reduces deployment efficiency and horizontal scaling capabilities in cloud environments."
"LegacyFramework/WindowsServiceBase.cs","18","cr-dotnet-0060","Windows Service Base","Application inherits from System.ServiceProcess.ServiceBase class to implement Windows Services. Windows Services architecture doesn't work in cloud PaaS environments, which use different process models and lifecycle management."
"LegacyFramework/WindowsServiceBase.cs","26","cr-dotnet-0060","Windows Service Base","Application inherits from System.ServiceProcess.ServiceBase class to implement Windows Services. Windows Services architecture doesn't work in cloud PaaS environments, which use different process models and lifecycle management."
"LegacyFramework/WindowsServiceBase.cs","33","cr-dotnet-0060","Windows Service Base","Application inherits from System.ServiceProcess.ServiceBase class to implement Windows Services. Windows Services architecture doesn't work in cloud PaaS environments, which use different process models and lifecycle management."
"LegacyFramework/WindowsServiceBase.cs","46","cr-dotnet-0060","Windows Service Base","Application inherits from System.ServiceProcess.ServiceBase class to implement Windows Services. Windows Services architecture doesn't work in cloud PaaS environments, which use different process models and lifecycle management."
"LegacyFramework/WindowsServiceBase.cs","55","cr-dotnet-0060","Windows Service Base","Application inherits from System.ServiceProcess.ServiceBase class to implement Windows Services. Windows Services architecture doesn't work in cloud PaaS environments, which use different process models and lifecycle management."
"LegacyFramework/WindowsServiceBase.cs","68","cr-dotnet-0060","Windows Service Base","Application inherits from System.ServiceProcess.ServiceBase class to implement Windows Services. Windows Services architecture doesn't work in cloud PaaS environments, which use different process models and lifecycle management."
"LegacyFramework/WindowsServiceBase.cs","81","cr-dotnet-0060","Windows Service Base","Application inherits from System.ServiceProcess.ServiceBase class to implement Windows Services. Windows Services architecture doesn't work in cloud PaaS environments, which use different process models and lifecycle management."
"LegacyFramework/WindowsServiceBase.cs","91","cr-dotnet-0060","Windows Service Base","Application inherits from System.ServiceProcess.ServiceBase class to implement Windows Services. Windows Services architecture doesn't work in cloud PaaS environments, which use different process models and lifecycle management."
"Logging/EventLogWriting.cs","20","cr-dotnet-0033","EventLog Writing","Application writes to Windows Event Log using EventLog class or System.Diagnostics.EventLog. Windows Event Log doesn't exist on non-Windows cloud platforms, causing logging failures."
"Logging/EventLogWriting.cs","27","cr-dotnet-0033","EventLog Writing","Application writes to Windows Event Log using EventLog class or System.Diagnostics.EventLog. Windows Event Log doesn't exist on non-Windows cloud platforms, causing logging failures."
"Logging/EventLogWriting.cs","33","cr-dotnet-0033","EventLog Writing","Application writes to Windows Event Log using EventLog class or System.Diagnostics.EventLog. Windows Event Log doesn't exist on non-Windows cloud platforms, causing logging failures."
"Logging/EventLogWriting.cs","39","cr-dotnet-0033","EventLog Writing","Application writes to Windows Event Log using EventLog class or System.Diagnostics.EventLog. Windows Event Log doesn't exist on non-Windows cloud platforms, causing logging failures."
"Logging/Log4NetFileAppender.cs","19","cr-dotnet-0035","Custom Log4Net Appenders","Application uses log4net file appenders that write to local file system. In cloud environments with ephemeral storage, local file logs may be lost during instance lifecycle events."
"Logging/Log4NetFileAppender.cs","24","cr-dotnet-0035","Custom Log4Net Appenders","Application uses log4net file appenders that write to local file system. In cloud environments with ephemeral storage, local file logs may be lost during instance lifecycle events."
"Logging/Log4NetFileAppender.cs","30","cr-dotnet-0035","Custom Log4Net Appenders","Application uses log4net file appenders that write to local file system. In cloud environments with ephemeral storage, local file logs may be lost during instance lifecycle events."
"Logging/Log4NetFileAppender.cs","36","cr-dotnet-0035","Custom Log4Net Appenders","Application uses log4net file appenders that write to local file system. In cloud environments with ephemeral storage, local file logs may be lost during instance lifecycle events."
"Logging/TraceListenerFileOutput.cs","17","cr-dotnet-0034","TraceListener File Output","Application uses TraceListener implementations that write to local files for diagnostic output. In cloud environments with ephemeral storage, file-based trace output may be lost during instance changes."
"Logging/TraceListenerFileOutput.cs","25","cr-dotnet-0034","TraceListener File Output","Application uses TraceListener implementations that write to local files for diagnostic output. In cloud environments with ephemeral storage, file-based trace output may be lost during instance changes."
"Logging/TraceListenerFileOutput.cs","32","cr-dotnet-0034","TraceListener File Output","Application uses TraceListener implementations that write to local files for diagnostic output. In cloud environments with ephemeral storage, file-based trace output may be lost during instance changes."
"Memory/LargeObjectHeap.cs","20","cr-dotnet-0036","Large Object Heap Issues","Application allocates large objects (>85KB) that cause Large Object Heap (LOH) fragmentation. In containerized environments with memory limits, LOH fragmentation leads to memory pressure, inefficient garbage collection, and out-of-memory conditions causing container termination."
"Memory/LargeObjectHeap.cs","25","cr-dotnet-0036","Large Object Heap Issues","Application allocates large objects (>85KB) that cause Large Object Heap (LOH) fragmentation. In containerized environments with memory limits, LOH fragmentation leads to memory pressure, inefficient garbage collection, and out-of-memory conditions causing container termination."
"Memory/LargeObjectHeap.cs","34","cr-dotnet-0036","Large Object Heap Issues","Application allocates large objects (>85KB) that cause Large Object Heap (LOH) fragmentation. In containerized environments with memory limits, LOH fragmentation leads to memory pressure, inefficient garbage collection, and out-of-memory conditions causing container termination."
"Memory/LargeObjectHeap.cs","45","cr-dotnet-0036","Large Object Heap Issues","Application allocates large objects (>85KB) that cause Large Object Heap (LOH) fragmentation. In containerized environments with memory limits, LOH fragmentation leads to memory pressure, inefficient garbage collection, and out-of-memory conditions causing container termination."
"Memory/LargeObjectHeap.cs","62","cr-dotnet-0036","Large Object Heap Issues","Application allocates large objects (>85KB) that cause Large Object Heap (LOH) fragmentation. In containerized environments with memory limits, LOH fragmentation leads to memory pressure, inefficient garbage collection, and out-of-memory conditions causing container termination."
"Memory/LargeObjectHeap.cs","68","cr-dotnet-0036","Large Object Heap Issues","Application allocates large objects (>85KB) that cause Large Object Heap (LOH) fragmentation. In containerized environments with memory limits, LOH fragmentation leads to memory pressure, inefficient garbage collection, and out-of-memory conditions causing container termination."
"Memory/SynchronousHttpClient.cs","20","cr-dotnet-0037","Synchronous HttpClient","Application uses HttpClient synchronously with .Result, .Wait(), or GetAwaiter().GetResult() for HTTP operations. Blocking HTTP calls reduce application throughput in high-concurrency cloud environments."
"Memory/SynchronousHttpClient.cs","31","cr-dotnet-0037","Synchronous HttpClient","Application uses HttpClient synchronously with .Result, .Wait(), or GetAwaiter().GetResult() for HTTP operations. Blocking HTTP calls reduce application throughput in high-concurrency cloud environments."
"Memory/SynchronousHttpClient.cs","41","cr-dotnet-0037","Synchronous HttpClient","Application uses HttpClient synchronously with .Result, .Wait(), or GetAwaiter().GetResult() for HTTP operations. Blocking HTTP calls reduce application throughput in high-concurrency cloud environments."
"Memory/SynchronousHttpClient.cs","50","cr-dotnet-0037","Synchronous HttpClient","Application uses HttpClient synchronously with .Result, .Wait(), or GetAwaiter().GetResult() for HTTP operations. Blocking HTTP calls reduce application throughput in high-concurrency cloud environments."
"Memory/SynchronousHttpClient.cs","64","cr-dotnet-0037","Synchronous HttpClient","Application uses HttpClient synchronously with .Result, .Wait(), or GetAwaiter().GetResult() for HTTP operations. Blocking HTTP calls reduce application throughput in high-concurrency cloud environments."
"Networking/DotNetRemoting.cs","16","cr-dotnet-0018",".NET Remoting Usage","Application uses .NET Remoting for distributed communication between application components. .NET Remoting has poor compatibility with cloud load balancers and modern cloud networking infrastructure, causing communication failures."
"Networking/DotNetRemoting.cs","27","cr-dotnet-0018",".NET Remoting Usage","Application uses .NET Remoting for distributed communication between application components. .NET Remoting has poor compatibility with cloud load balancers and modern cloud networking infrastructure, causing communication failures."
"Networking/DotNetRemoting.cs","36","cr-dotnet-0018",".NET Remoting Usage","Application uses .NET Remoting for distributed communication between application components. .NET Remoting has poor compatibility with cloud load balancers and modern cloud networking infrastructure, causing communication failures."
"Networking/UDPSocketProgramming.cs","21","cr-dotnet-0020","UDP Socket Programming","Application implements UDP socket programming for network communication. UDP protocols don't work reliably in cloud networking environments due to load balancing, NAT, and firewall configurations."
"Networking/UDPSocketProgramming.cs","27","cr-dotnet-0020","UDP Socket Programming","Application implements UDP socket programming for network communication. UDP protocols don't work reliably in cloud networking environments due to load balancing, NAT, and firewall configurations."
"Networking/UDPSocketProgramming.cs","38","cr-dotnet-0020","UDP Socket Programming","Application implements UDP socket programming for network communication. UDP protocols don't work reliably in cloud networking environments due to load balancing, NAT, and firewall configurations."
"Networking/UnsupportedProtocols.cs","18","cr-dotnet-0125","Unsupported Protocols","Application depends on legacy network protocols like FTP through FtpWebRequest, SMB/CIFS file shares via UNC paths, or other protocols that may not be supported in cloud networking environments."
"Networking/UnsupportedProtocols.cs","31","cr-dotnet-0125","Unsupported Protocols","Application depends on legacy network protocols like FTP through FtpWebRequest, SMB/CIFS file shares via UNC paths, or other protocols that may not be supported in cloud networking environments."
"Networking/UnsupportedProtocols.cs","38","cr-dotnet-0125","Unsupported Protocols","Application depends on legacy network protocols like FTP through FtpWebRequest, SMB/CIFS file shares via UNC paths, or other protocols that may not be supported in cloud networking environments."
"Networking/WCFNetTcpBinding.cs","24","cr-dotnet-0019","WCF NetTcpBinding","Application uses Windows Communication Foundation (WCF) with NetTcpBinding for service communication. Binary TCP protocols don't work well through cloud load balancers and proxy infrastructure, causing service communication failures."
"Networking/WCFNetTcpBinding.cs","33","cr-dotnet-0019","WCF NetTcpBinding","Application uses Windows Communication Foundation (WCF) with NetTcpBinding for service communication. Binary TCP protocols don't work well through cloud load balancers and proxy infrastructure, causing service communication failures."
"Networking/WCFServiceHost.cs","22","cr-dotnet-0027","WCF Service Host","Application implements self-hosted WCF services using ServiceHost or custom hosting mechanisms. Self-hosted services have port binding issues and service discovery problems in dynamic cloud environments."
"Networking/WCFServiceHost.cs","27","cr-dotnet-0027","WCF Service Host","Application implements self-hosted WCF services using ServiceHost or custom hosting mechanisms. Self-hosted services have port binding issues and service discovery problems in dynamic cloud environments."
"Networking/WCFServiceHost.cs","31","cr-dotnet-0027","WCF Service Host","Application implements self-hosted WCF services using ServiceHost or custom hosting mechanisms. Self-hosted services have port binding issues and service discovery problems in dynamic cloud environments."
"Platform/COMInterop.cs","16","cr-dotnet-0041","COM Interop Usage","Application uses Component Object Model (COM) interop through [ComImport], Marshal class, or COM object instantiation. COM components don't exist on non-Windows cloud platforms, causing complete interop failures and preventing cross-platform deployment."
"Platform/COMInterop.cs","29","cr-dotnet-0041","COM Interop Usage","Application uses Component Object Model (COM) interop through [ComImport], Marshal class, or COM object instantiation. COM components don't exist on non-Windows cloud platforms, causing complete interop failures and preventing cross-platform deployment."
"Platform/COMInterop.cs","36","cr-dotnet-0041","COM Interop Usage","Application uses Component Object Model (COM) interop through [ComImport], Marshal class, or COM object instantiation. COM components don't exist on non-Windows cloud platforms, causing complete interop failures and preventing cross-platform deployment."
"Platform/COMInterop.cs","51","cr-dotnet-0041","COM Interop Usage","Application uses Component Object Model (COM) interop through [ComImport], Marshal class, or COM object instantiation. COM components don't exist on non-Windows cloud platforms, causing complete interop failures and preventing cross-platform deployment."
"Platform/COMInterop.cs","56","cr-dotnet-0041","COM Interop Usage","Application uses Component Object Model (COM) interop through [ComImport], Marshal class, or COM object instantiation. COM components don't exist on non-Windows cloud platforms, causing complete interop failures and preventing cross-platform deployment."
"Platform/COMInterop.cs","73","cr-dotnet-0041","COM Interop Usage","Application uses Component Object Model (COM) interop through [ComImport], Marshal class, or COM object instantiation. COM components don't exist on non-Windows cloud platforms, causing complete interop failures and preventing cross-platform deployment."
"Platform/EnvironmentMachineName.cs","18","cr-dotnet-0053","Environment.MachineName","Application uses Environment.MachineName property to identify the hosting machine or for business logic decisions. In cloud environments, machine names are ephemeral and randomly generated, making machine name-based logic unreliable."
"Platform/EnvironmentMachineName.cs","24","cr-dotnet-0053","Environment.MachineName","Application uses Environment.MachineName property to identify the hosting machine or for business logic decisions. In cloud environments, machine names are ephemeral and randomly generated, making machine name-based logic unreliable."
"Platform/EnvironmentMachineName.cs","36","cr-dotnet-0053","Environment.MachineName","Application uses Environment.MachineName property to identify the hosting machine or for business logic decisions. In cloud environments, machine names are ephemeral and randomly generated, making machine name-based logic unreliable."
"Platform/EnvironmentMachineName.cs","44","cr-dotnet-0053","Environment.MachineName","Application uses Environment.MachineName property to identify the hosting machine or for business logic decisions. In cloud environments, machine names are ephemeral and randomly generated, making machine name-based logic unreliable."
"Platform/EnvironmentMachineName.cs","61","cr-dotnet-0053","Environment.MachineName","Application uses Environment.MachineName property to identify the hosting machine or for business logic decisions. In cloud environments, machine names are ephemeral and randomly generated, making machine name-based logic unreliable."
"Platform/EnvironmentMachineName.cs","69","cr-dotnet-0053","Environment.MachineName","Application uses Environment.MachineName property to identify the hosting machine or for business logic decisions. In cloud environments, machine names are ephemeral and randomly generated, making machine name-based logic unreliable."
"Platform/EnvironmentMachineName.cs","75","cr-dotnet-0053","Environment.MachineName","Application uses Environment.MachineName property to identify the hosting machine or for business logic decisions. In cloud environments, machine names are ephemeral and randomly generated, making machine name-based logic unreliable."
"Platform/IISModuleDeps.cs","15","cr-dotnet-0044","IIS Module Dependencies","Application depends on Internet Information Services (IIS) modules, handlers, or IIS-specific features. These dependencies prevent deployment to non-IIS cloud hosting environments and PaaS services."
"Platform/IISModuleDeps.cs","20","cr-dotnet-0044","IIS Module Dependencies","Application depends on Internet Information Services (IIS) modules, handlers, or IIS-specific features. These dependencies prevent deployment to non-IIS cloud hosting environments and PaaS services."
"Platform/IISModuleDeps.cs","29","cr-dotnet-0044","IIS Module Dependencies","Application depends on Internet Information Services (IIS) modules, handlers, or IIS-specific features. These dependencies prevent deployment to non-IIS cloud hosting environments and PaaS services."
"Platform/IISModuleDeps.cs","43","cr-dotnet-0044","IIS Module Dependencies","Application depends on Internet Information Services (IIS) modules, handlers, or IIS-specific features. These dependencies prevent deployment to non-IIS cloud hosting environments and PaaS services."
"Platform/IISModuleDeps.cs","51","cr-dotnet-0044","IIS Module Dependencies","Application depends on Internet Information Services (IIS) modules, handlers, or IIS-specific features. These dependencies prevent deployment to non-IIS cloud hosting environments and PaaS services."
"Platform/IISModuleDeps.cs","58","cr-dotnet-0044","IIS Module Dependencies","Application depends on Internet Information Services (IIS) modules, handlers, or IIS-specific features. These dependencies prevent deployment to non-IIS cloud hosting environments and PaaS services."
"Platform/IISModuleDeps.cs","77","cr-dotnet-0044","IIS Module Dependencies","Application depends on Internet Information Services (IIS) modules, handlers, or IIS-specific features. These dependencies prevent deployment to non-IIS cloud hosting environments and PaaS services."
"Platform/IISModuleDeps.cs","84","cr-dotnet-0044","IIS Module Dependencies","Application depends on Internet Information Services (IIS) modules, handlers, or IIS-specific features. These dependencies prevent deployment to non-IIS cloud hosting environments and PaaS services."
"Platform/MSMQMessageQueue.cs","18","cr-dotnet-0043","Message Queue","Application depends on Microsoft Message Queuing (MSMQ) through System.Messaging for asynchronous communication. MSMQ service doesn't exist in cloud platforms, causing message queue operations to fail completely."
"Platform/MSMQMessageQueue.cs","23","cr-dotnet-0043","Message Queue","Application depends on Microsoft Message Queuing (MSMQ) through System.Messaging for asynchronous communication. MSMQ service doesn't exist in cloud platforms, causing message queue operations to fail completely."
"Platform/MSMQMessageQueue.cs","30","cr-dotnet-0043","Message Queue","Application depends on Microsoft Message Queuing (MSMQ) through System.Messaging for asynchronous communication. MSMQ service doesn't exist in cloud platforms, causing message queue operations to fail completely."
